"J1802-2124","unknown, RelBin, PTA","2022-06-15-20:07:35","2019-03-08-03:59:57","1196","73","6.4","268.7","4.3"
"J1801-1417","PTA","2022-06-15-20:03:03","2019-04-23-04:13:54","1150","73","5.2","204.8","4.3"
"J1757-5322","unknown, RelBin, PTA","2022-06-15-19:58:05","2019-02-12-08:20:58","1220","94","31.5","281.6","4.3"
"J1756-2251","RelBin, PTA","2022-06-15-19:46:58","2019-03-08-04:19:29","1196","97","94.6","242.1","10.5"
"J1751-2857","PTA","2022-06-15-19:37:44","2019-04-23-05:06:39","1150","74","12.3","72.5","8.9"
"J1747-4036","PTA","2022-06-15-19:33:08","2019-03-15-05:29:39","1189","76","7.6","189.7","4.3"
"J1744-1134","PTA","2022-06-15-19:28:20","2019-04-23-04:04:46","1150","75","5.4","1638.8","4.3"
"J1737-0811","PTA","2022-06-15-19:13:10","2019-04-23-03:54:49","1150","79","19.3","353.3","14.9"
"J1732-5049","unknown, RelBin, PTA","2022-06-15-19:08:15","2019-02-12-08:09:45","1220","93","22.5","215.4","4.2"
"J1730-2304","PTA","2022-06-15-19:03:27","2019-04-23-04:33:08","1150","74","5.5","569.7","4.3"
"J1721-2457","PTA","2022-06-15-18:33:04","2019-04-23-04:42:22","1150","48","21.6","161.1","30.1"
"J1719-1438","PTA","2022-06-15-18:21:18","2019-04-23-05:34:54","1150","77","16.2","111.5","11.4"
"J1713+0747","PTA","2022-06-15-18:16:40","2019-04-23-03:45:41","1150","73","5.7","814","4.2"
"J1708-3506","PTA","2022-06-15-17:57:49","2019-04-17-00:03:30","1156","61","23","392.3","18.3"
"J1705-1903","PTA","2022-06-15-17:53:13","2019-04-23-05:44:10","1150","60","10.9","390.2","4.2"
"J1658-5324","PTA","2022-06-15-17:47:21","2019-03-15-05:23:44","1189","50","7.5","8.2","5.3"
"J1653-2054","PTA","2022-06-15-17:24:37","2019-04-22-20:26:18","1150","63","25.9","158.2","22.2"
